member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1303379,7000,7000, 36 months,12.69,234.82,B,Bellflower convalecent hospital,10+ years,RENT,35000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > Pay my credit<br>,credit_card,I pay my all credit,CA,Jan-2015,248.19
1276120,9200,9200, 36 months,12.42,307.43,B,Kaiser Permanente,2 years,RENT,60000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > Debt Consolidation<br>,debt_consolidation,Nissan Car Loan,CA,Jul-2013,365.48
1297940,14000,13975, 60 months,17.27,349.98,D,community colleges of spokane,4 years,RENT,28000,Verified,Dec-2011,Current,  Borrower added on 12/18/11 > most of my teeth need root canals and crowns. As far as day to day expenses goes I live a spartan life style buying only what I need saving money whenever possible. So that I can pay off my debt as quickly as possible.<br>,other,dental care,WA,Jan-2016,349.98
1272024,4500,4475, 60 months,10.65,97.06,B,barnes distribution,< 1 year,MORTGAGE,42000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/20/11 > The loan is to be used on buying a classic car at a very reduced price of the actual worth.<br>,car,Car Loan,TX,Dec-2012,3946.24
1303326,12000,12000, 36 months,16.29,423.61,D,Phoenix Newspapers Inc.,9 years,RENT,88365,Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > looking to pay off my 401(k) loan<br> Borrower added on 12/14/11 > 401(k)<br>,debt_consolidation,loan payoff,AZ,Nov-2013,5800.45
1303200,12000,12000, 36 months,13.49,407.17,C,LITHIA MOTORS,4 years,RENT,72000,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/14/11 > I HAVE SOME CREDIT CARDS I WANT TO PAY THE BALANCES ALL THE WAY DOWN AND I ALSO HAVE A FEW LOANS ALL TOGETHER THEY TOTAL ABOUT 1,000.00 A MONTH WITH THIS LOAN I CAN CUT MY EXPENSES IN HALF AND RAISE MY CREDIT SCORE UP BY PAYING OFF THE REMAINING CREDIT CARDS THANKS<br><br>  Borrower added on 12/15/11 > THIS WILL HELP ME GET ONE STEP CLOSER TO PURCHASING MY FIRST HOME WITHIN THE NEXT 12-18 MONTHS.<br><br>  Borrower added on 12/19/11 > I want to say thank you to all of the investors who have invested in me.  Life has a way of teaching us things this is fantastic the Lending Club really does open up doors this will help me start the life that I have been thinking about for a long time once again thanks for your help.<br>",debt_consolidation,MAKE ON PAYMENT,CA,Apr-2014,426.26
1303163,12000,12000, 36 months,10.65,390.88,B,Insight Global,< 1 year,RENT,62000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/15/11 > with fixed amount of payments i know how much exactly my payoff target is. Plus, after payoff, my credit rating increases<br><br>  Borrower added on 12/19/11 > credit cards to be refinanced are above 19% APR. would be saving a lot of my money by paying them off with the loan.<br>",credit_card,Credit Card Refinance,TX,Sep-2012,10046.57
1302938,7000,7000, 36 months,10.65,228.02,B,Winghouse Corporation,3 years,MORTGAGE,43680,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > I plan on paying off all three of my credit cards.<br>,credit_card,Credit Card Consolidation,MN,Feb-2013,4958.61
1299785,8200,8200, 60 months,19.42,214.62,E,Claret Wine Bar,3 years,RENT,120000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,Debit consolidation,NY,Dec-2014,4625.07
1303150,10500,10500, 36 months,12.69,352.23,B,O'Connor,10+ years,RENT,66000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/21/11 > My job is  in the healthcare field. I specialize in a unique area not many people have the training for the job I do. I always have work, sometimes more then I can handle.<br><br> Borrower added on 12/21/11 > I have been at the same job for 11 yrs..<br>",medical,medical,CA,Oct-2012,4421.32
1303147,7000,7000, 36 months,11.71,231.54,B,Harris,4 years,OWN,39120,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Emergency Loan,FL,Jun-2013,4235.03
1303001,15300,15275, 60 months,22.06,423.1,F,OSSI,6 years,RENT,85000,Verified,Dec-2011,Current,,credit_card,Consolidation,VA,Jan-2016,423.1
1280928,20000,12775, 60 months,11.71,282.86,B,NCS Technologies,4 years,MORTGAGE,47800,Verified,Dec-2011,Fully Paid,,debt_consolidation,Bill Consolidation,VA,Nov-2013,9242.39
1303143,17500,17500, 60 months,17.27,437.47,D,Travelers Insurance,7 years,MORTGAGE,45000,Not Verified,Dec-2011,Charged Off,  Borrower added on 12/14/11 > Pay off credit card debit<br>,credit_card,Debit Free,WA,Apr-2013,437.47
1302971,3500,3500, 36 months,6.03,106.53,A,J&J Steel Inc,10+ years,MORTGAGE,83000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > 1993 jeep wrangler<br>,car,Car Loan,IL,Jan-2015,107.86
1302235,6000,6000, 60 months,12.69,135.57,B,Anadarko Petroleum Corporation,< 1 year,RENT,81000,Source Verified,Dec-2011,Current,  Borrower added on 12/15/11 > The following is more information regarding the loan request:<br><br>1.) I plan to use the funds to pay for wedding expenses.<br><br>2.) I have never defaulted on a loan or filed for bunkruptcy.<br><br>3.) My job is very stable with great growth opportunities.<br><br><br>,major_purchase,Major Purchase Loan,CO,Jan-2016,135.57
1302907,6200,6200, 36 months,9.91,199.8,B,Sunrise Senior Living,2 years,RENT,25000,Not Verified,Dec-2011,Charged Off,  Borrower added on 12/14/11 > This loan will consolidate a current personal loan from Wells Fargo and a high rate chase visa card. The money currently alotted to those obligations will be used towards payment of this loan.<br>,debt_consolidation,Wells/Chase ReFi,CA,Dec-2012,199.8
1264291,16000,16000, 60 months,17.58,402.65,D,Menards,7 years,RENT,65000,Not Verified,Dec-2011,Current,  Borrower added on 12/18/11 > We have never been late or missed any payments to any of our creditors.  We are planning on using this loan to help us get out of our current situation which will help us be more financially stable in the future.<br>,debt_consolidation,Debt Consolidation Loan,KS,Jan-2016,402.65
1302906,6000,6000, 36 months,8.9,190.52,A,A Touch Of Italy,8 years,OWN,28800,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > I plan on using this money to just consolidate my credit cards and get rid of them.. i make all my monthly payments without any problems.. i work 7 days a week.. and have been at my current job for 8 years..<br>,debt_consolidation,Debt consolidation,NJ,Jan-2015,198.47
1300833,7200,7200, 36 months,9.91,232.02,B,New York Living Solutions,6 years,RENT,135000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/15/11 > This is a terrific business model. I wish everyone well this holiday season and happy investing.<br>,credit_card,Say goodbye to the rip-off banks,NY,Jan-2015,240.64
1302930,9500,9500, 36 months,8.9,301.66,A,Natex Architects,7 years,MORTGAGE,50000,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/14/11 > A little bit of description:<br>I have a good credit score, never missed a payment, I have been employed with this company for the past 7 years. I want the funds to consolidate credit cards debts in one single monthly payment with a same interest rate. You will not regret to invest on me. Thank you in advance.<br>",credit_card,Credit Card Loan,TX,Jul-2013,5378.43
1302924,18825,18800, 60 months,16.77,465.53,D,Texas Health & Human Services Commission,10+ years,RENT,38000,Verified,Dec-2011,Charged Off,,debt_consolidation,Coledon's Club Loan,TX,Sep-2014,465.53
1302942,24000,24000, 36 months,10.65,781.76,B,City of Newport Beach,10+ years,RENT,45000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/14/11 > Debt consolidation<br><br>  Borrower added on 12/16/11 > Hi Lenders, I am using this loan to consolidate high interest rate credit cards. I had to help family over the past year, as you may know, one never loans to family, they give. This loan will be a big help, the family is doing better and so will I, when I do some creative financing with your help.<br>",debt_consolidation,Debt Consolidation Loan,CA,Jan-2015,791.58
1300950,6000,6000, 36 months,13.49,203.59,C,Becker Construction Corporation,10+ years,RENT,80000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,smaller loan,CA,Jan-2015,212.86
1302879,6000,6000, 36 months,13.49,203.59,C,Edward Jones,5 years,RENT,50000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Consolidate,AZ,Jan-2015,214.39
1302706,2100,2100, 36 months,12.42,70.18,B,Monroe Dispat,10+ years,MORTGAGE,30000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > Christmas Vacation and shopping loan.  Have worked as a contractor for local newspaper for over 15 years. Have lived at present address for 20+ years.  Job is stable. <br><br><br><br>,vacation,12/2011 loan,LA,Dec-2014,72.44
1302680,5500,5500, 36 months,6.62,168.88,A,,8 years,MORTGAGE,110000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/14/11 > This loan is for technology upgrade of computers, software and printers at our business in order to remain HIPPA compliant.<br>",small_business,Computer Equipment,CT,Jan-2015,178.58
1302681,11000,11000, 36 months,6.62,337.75,A,East Baton Rouge Parish School System,8 years,OWN,45608,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > payoff debts and consolidate<br>,debt_consolidation,payoff,LA,Jan-2015,349.86
1302831,26800,26800, 60 months,20.89,723.38,F,charlotte regional medical center,3 years,MORTGAGE,120000,Verified,Dec-2011,Fully Paid,,debt_consolidation,credit loan,FL,Mar-2013,23499.05
1277297,8000,8000, 36 months,12.69,268.36,B,OPW Fuel Management Systems,5 years,MORTGAGE,35000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Credit Card Consolidation,IL,Mar-2013,5514.5
1302365,10000,10000, 36 months,18.25,362.78,D,Gucci Group/ Yves Saint Laurent,1 year,RENT,75000,Source Verified,Dec-2011,Charged Off,,credit_card,Credit Card,CA,Jan-2015,200
1287293,8000,8000, 36 months,11.71,264.61,B,Wal-Mart,9 years,MORTGAGE,35000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > I will consolidate my higher interest loans into one monthly payment. My income is stable and have been at the same job for almost ten years.<br>,credit_card,Consolidation Loan,NV,May-2014,2295.56
1293438,10000,10000, 36 months,8.9,317.54,A,Renal Support Network,6 years,RENT,24000,Verified,Dec-2011,Fully Paid,,debt_consolidation,Start Fresh 2012,CA,Mar-2013,6743.26
1302622,12000,12000, 36 months,11.71,396.92,B,"Avon Protection Systems, Inc.",2 years,MORTGAGE,126000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/15/11 > Paying off a Chase high interest credit card after their repeated refusals to lower the rate even though I have never been late (payment auto deducted from Chase Checking Account). I am attempting to close all my accounts with Chase.<br>,debt_consolidation,Chase,OH,May-2014,3074.04
1302785,10000,10000, 36 months,7.9,312.91,A,RAM DME,1 year,RENT,43000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Credit card paid off,CA,Jan-2015,4.84
1302773,12000,12000, 36 months,9.91,386.7,B,samuraisushi restaurant,1 year,RENT,50000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,creditcard payoff,CA,Jan-2015,392.03
1302588,25000,23088.161058, 60 months,13.49,575.12,C,Midnight,10+ years,MORTGAGE,67000,Verified,Dec-2011,Charged Off,"  Borrower added on 12/13/11 > Pay off my credit card, finish my house to refinance,appraised two years ago at $200.000 from an appraiser, <br>",credit_card,"Pay off credit card, refinance house",AK,Mar-2015,1179
1302360,19750,19725, 36 months,10.65,643.33,B,"PACIFIC WOOD LAMINATES, INC.",4 years,RENT,45000,Verified,Dec-2011,Charged Off,"  Borrower added on 12/13/11 > I have a very stable job/ I am a good borrower because I pay my bills on time in the fastest way that I can; and my credit score shows that I care about my credit, and I care about improving my credit. <br>",debt_consolidation,CONSOLIDATION,OR,Sep-2013,787.01
1302430,10000,10000, 36 months,9.91,322.25,B,Albert Einstein College of Medicine,3 years,RENT,31200,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/13/11 > Credit card consolidation.<br><br> Borrower added on 12/13/11 > I plan to use these funds to consolidate debt including high interest credit cards ect from college. I've learned my lesson and am trying to get rid of this monkey on my back.<br><br>I am a graduate student with a regular income for the next 3 years and am committed to getting out of debt.<br>,debt_consolidation,Debt consolidation loan,NY,Jan-2013,6912.69
1299748,13650,13650, 36 months,12.42,456.12,B,MWH Americas,4 years,RENT,66000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/13/11 > I will use the loan to consolidate debt in order to become debt-free.  Currently, my debt is distributed throughout five creditors/credit cards.  By consolidating my debt with a single creditor/single payment system,  it would lower the interest rate that I am paying now, ultimately allowing for lower monthly payments and a shorter payment period than what I am currenty paying to my multiple creditors.<br><br> Borrower added on 12/14/11 > I currently have a combined APR of 18.20% and I pay $600/month. This loan would free up over $100/month and I would pay my debt much faster.<br>",debt_consolidation,Debt Consolidation,NV,Dec-2013,5980.83
1302564,28000,11775, 60 months,19.91,312.04,E,American Airlines,10+ years,RENT,52000,Verified,Dec-2011,Charged Off,"  Borrower added on 12/13/11 > Have cut up all credit cards and now trying to get one payment and one interest amount, instead of several payments with interests on them.<br> Borrower added on 12/14/11 > Have already gotten rid of all but one credit card to be held for emergency and to hold a hotel room if needed (usually pay for hotel room or rental car in cash on check out or returning the car).<br><br> Borrower added on 12/14/11 > To those who asked question, I am hoping the wording of my answers make sense. <br><br>  Borrower added on 12/23/11 > Thank you to those who have invested in me so far.<br>",debt_consolidation,Debt Consalidation,TX,Jun-2014,312.04
1302728,18000,18000, 36 months,7.9,563.23,A,United States Air Force,10+ years,RENT,56964,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > Money for the loan will be used to consolidate high interest rate credit cards.<br>,debt_consolidation,Debt Consolidation / Lower CC Rate,CA,Jan-2015,567.29
